"id";"tanggal";"produk";"lokasi";"stok";"kualitas";"harga";"lat";"lon"
2998;"2025-04-15";"Durian";"Semarang";513;"Bagus";37;-6.9667;110.417
2999;"2025-04-10";"Rambutan";"Semarang";920;"Sedang";18;-6.9667;110.417
3000;"2025-04-21";"Durian";"Semarang";864;"Bagus";40;-6.9667;110.417
3001;"2025-04-26";"Apel";"Semarang";644;"Sedang";24;-6.9667;110.417
3002;"2025-04-09";"Jeruk";"Semarang";927;"Buruk";19;-6.9667;110.417
3003;"2025-04-21";"Pisang";"Semarang";665;"Sedang";13;-6.9667;110.417
3004;"2025-04-08";"Rambutan";"Semarang";716;"Sedang";14;-6.9667;110.417
3005;"2025-05-05";"Durian";"Semarang";532;"Bagus";45;-6.9667;110.417
3006;"2025-04-05";"Pisang";"Semarang";718;"Bagus";12;-6.9667;110.417
3007;"2025-04-23";"Durian";"Semarang";480;"Sedang";44;-6.9667;110.417
3008;"2025-04-03";"Rambutan";"Semarang";623;"Bagus";14;-6.9667;110.417
3009;"2025-04-18";"Rambutan";"Semarang";652;"Sedang";15;-6.9667;110.417
3010;"2025-05-03";"Jeruk";"Semarang";766;"Sedang";22;-6.9667;110.417
3011;"2025-04-29";"Durian";"Semarang";271;"Sedang";35;-6.9667;110.417
3012;"2025-05-04";"Jeruk";"Semarang";793;"Buruk";20;-6.9667;110.417
3013;"2025-04-07";"Rambutan";"Semarang";282;"Sedang";15;-6.9667;110.417
3014;"2025-04-18";"Apel";"Semarang";884;"Sedang";22;-6.9667;110.417
3015;"2025-04-08";"Mangga";"Semarang";359;"Buruk";16;-6.9667;110.417
3016;"2025-05-03";"Mangga";"Semarang";875;"Sedang";17;-6.9667;110.417
3017;"2025-04-22";"Rambutan";"Semarang";666;"Buruk";12;-6.9667;110.417
3018;"2025-04-18";"Mangga";"Semarang";706;"Sedang";16;-6.9667;110.417
3019;"2025-04-29";"Pepaya";"Semarang";240;"Buruk";7;-6.9667;110.417
3020;"2025-04-28";"Pisang";"Semarang";725;"Bagus";14;-6.9667;110.417
3021;"2025-04-04";"Jeruk";"Semarang";888;"Buruk";18;-6.9667;110.417
3022;"2025-04-07";"Pepaya";"Semarang";442;"Bagus";9;-6.9667;110.417
3023;"2025-04-17";"Mangga";"Semarang";493;"Buruk";17;-6.9667;110.417
3024;"2025-04-19";"Mangga";"Semarang";456;"Bagus";18;-6.9667;110.417
3025;"2025-04-22";"Durian";"Semarang";330;"Buruk";35;-6.9667;110.417
3026;"2025-04-11";"Rambutan";"Semarang";573;"Bagus";14;-6.9667;110.417
3027;"2025-04-24";"Pepaya";"Semarang";637;"Buruk";9;-6.9667;110.417
3028;"2025-05-05";"Pepaya";"Semarang";585;"Sedang";8;-6.9667;110.417
3029;"2025-04-10";"Jeruk";"Semarang";410;"Buruk";19;-6.9667;110.417
3030;"2025-05-02";"Jeruk";"Semarang";523;"Buruk";22;-6.9667;110.417
3031;"2025-04-22";"Pisang";"Semarang";728;"Bagus";13;-6.9667;110.417
3032;"2025-04-10";"Mangga";"Semarang";468;"Buruk";17;-6.9667;110.417
3033;"2025-05-03";"Pisang";"Semarang";400;"Sedang";10;-6.9667;110.417
3034;"2025-04-19";"Mangga";"Semarang";924;"Sedang";17;-6.9667;110.417
3035;"2025-05-05";"Pepaya";"Semarang";460;"Sedang";9;-6.9667;110.417
3036;"2025-04-05";"Durian";"Semarang";224;"Bagus";36;-6.9667;110.417
3037;"2025-05-02";"Mangga";"Semarang";857;"Sedang";18;-6.9667;110.417
3038;"2025-04-15";"Rambutan";"Semarang";397;"Buruk";12;-6.9667;110.417
3039;"2025-04-29";"Rambutan";"Semarang";960;"Sedang";18;-6.9667;110.417
3040;"2025-04-22";"Mangga";"Semarang";543;"Sedang";15;-6.9667;110.417
3041;"2025-04-06";"Apel";"Semarang";314;"Bagus";30;-6.9667;110.417
3042;"2025-04-23";"Jeruk";"Semarang";929;"Buruk";22;-6.9667;110.417
3043;"2025-05-04";"Pepaya";"Semarang";782;"Buruk";9;-6.9667;110.417
3044;"2025-04-01";"Pepaya";"Semarang";818;"Bagus";8;-6.9667;110.417
3045;"2025-04-06";"Pepaya";"Semarang";822;"Sedang";9;-6.9667;110.417
3046;"2025-04-21";"Pepaya";"Semarang";964;"Sedang";9;-6.9667;110.417
3047;"2025-04-05";"Apel";"Semarang";636;"Bagus";20;-6.9667;110.417
3048;"2025-04-04";"Pepaya";"Semarang";372;"Sedang";8;-6.9667;110.417
3049;"2025-04-23";"Mangga";"Semarang";576;"Sedang";15;-6.9667;110.417
3050;"2025-04-02";"Jeruk";"Semarang";362;"Bagus";21;-6.9667;110.417
3051;"2025-04-05";"Rambutan";"Semarang";869;"Bagus";17;-6.9667;110.417
3052;"2025-04-19";"Mangga";"Semarang";914;"Buruk";20;-6.9667;110.417
3053;"2025-04-24";"Rambutan";"Semarang";855;"Sedang";18;-6.9667;110.417
3054;"2025-04-03";"Jeruk";"Semarang";434;"Sedang";18;-6.9667;110.417
3055;"2025-04-06";"Mangga";"Semarang";823;"Sedang";16;-6.9667;110.417
3056;"2025-04-19";"Jeruk";"Semarang";254;"Buruk";18;-6.9667;110.417
3057;"2025-04-12";"Durian";"Semarang";284;"Sedang";37;-6.9667;110.417
3058;"2025-04-12";"Pepaya";"Semarang";537;"Bagus";8;-6.9667;110.417
3059;"2025-04-29";"Apel";"Semarang";556;"Bagus";26;-6.9667;110.417
3060;"2025-04-11";"Pepaya";"Semarang";282;"Sedang";8;-6.9667;110.417
3061;"2025-04-21";"Durian";"Semarang";383;"Buruk";45;-6.9667;110.417
3062;"2025-04-29";"Rambutan";"Semarang";209;"Bagus";15;-6.9667;110.417
3063;"2025-05-03";"Pepaya";"Semarang";543;"Sedang";10;-6.9667;110.417
3064;"2025-04-25";"Jeruk";"Semarang";475;"Buruk";19;-6.9667;110.417
3065;"2025-04-25";"Durian";"Semarang";506;"Sedang";39;-6.9667;110.417
3066;"2025-04-24";"Mangga";"Semarang";458;"Sedang";17;-6.9667;110.417
3067;"2025-04-18";"Pepaya";"Semarang";292;"Bagus";7;-6.9667;110.417
3068;"2025-04-25";"Pepaya";"Semarang";385;"Bagus";8;-6.9667;110.417
3069;"2025-04-23";"Durian";"Semarang";259;"Buruk";42;-6.9667;110.417
3070;"2025-04-21";"Rambutan";"Semarang";597;"Buruk";13;-6.9667;110.417
3071;"2025-04-03";"Durian";"Semarang";212;"Buruk";42;-6.9667;110.417
3072;"2025-04-30";"Rambutan";"Semarang";936;"Buruk";18;-6.9667;110.417
3073;"2025-04-25";"Pisang";"Semarang";899;"Buruk";12;-6.9667;110.417
3074;"2025-05-05";"Rambutan";"Semarang";512;"Bagus";15;-6.9667;110.417
3075;"2025-05-04";"Jeruk";"Semarang";935;"Sedang";18;-6.9667;110.417
3076;"2025-04-24";"Apel";"Semarang";434;"Buruk";22;-6.9667;110.417
3077;"2025-04-25";"Mangga";"Semarang";585;"Sedang";16;-6.9667;110.417
3078;"2025-04-15";"Apel";"Semarang";229;"Sedang";29;-6.9667;110.417
3079;"2025-04-25";"Rambutan";"Semarang";983;"Buruk";18;-6.9667;110.417
3080;"2025-04-26";"Rambutan";"Semarang";721;"Buruk";13;-6.9667;110.417
3081;"2025-05-02";"Mangga";"Semarang";760;"Buruk";18;-6.9667;110.417
3082;"2025-04-05";"Durian";"Semarang";255;"Buruk";36;-6.9667;110.417
3083;"2025-05-02";"Jeruk";"Semarang";533;"Buruk";22;-6.9667;110.417
3084;"2025-04-03";"Apel";"Semarang";899;"Bagus";24;-6.9667;110.417
3085;"2025-05-01";"Durian";"Semarang";404;"Bagus";40;-6.9667;110.417
3086;"2025-04-29";"Mangga";"Semarang";242;"Bagus";19;-6.9667;110.417
3087;"2025-05-02";"Apel";"Semarang";625;"Buruk";22;-6.9667;110.417
3088;"2025-04-25";"Pisang";"Semarang";924;"Sedang";12;-6.9667;110.417
3089;"2025-04-25";"Pisang";"Semarang";480;"Sedang";15;-6.9667;110.417
3090;"2025-05-02";"Durian";"Semarang";583;"Sedang";40;-6.9667;110.417
3091;"2025-04-12";"Durian";"Semarang";905;"Buruk";43;-6.9667;110.417
3092;"2025-04-23";"Rambutan";"Semarang";531;"Sedang";18;-6.9667;110.417
3093;"2025-04-20";"Mangga";"Semarang";699;"Bagus";18;-6.9667;110.417
3094;"2025-04-25";"Jeruk";"Semarang";885;"Sedang";18;-6.9667;110.417
3095;"2025-04-08";"Durian";"Semarang";582;"Bagus";39;-6.9667;110.417
3096;"2025-04-14";"Mangga";"Semarang";830;"Bagus";16;-6.9667;110.417
3097;"2025-04-22";"Apel";"Semarang";533;"Bagus";23;-6.9667;110.417
3098;"2025-05-02";"Jeruk";"Semarang";436;"Sedang";22;-6.9667;110.417
3099;"2025-04-01";"Rambutan";"Semarang";660;"Bagus";13;-6.9667;110.417
3100;"2025-04-04";"Durian";"Semarang";665;"Buruk";44;-6.9667;110.417
3101;"2025-04-25";"Apel";"Semarang";855;"Buruk";27;-6.9667;110.417
3102;"2025-04-03";"Mangga";"Semarang";879;"Buruk";19;-6.9667;110.417
3103;"2025-04-02";"Durian";"Semarang";325;"Bagus";37;-6.9667;110.417
3104;"2025-04-14";"Pisang";"Semarang";958;"Buruk";15;-6.9667;110.417
3105;"2025-04-06";"Durian";"Semarang";620;"Buruk";39;-6.9667;110.417
3106;"2025-04-25";"Pepaya";"Semarang";760;"Buruk";7;-6.9667;110.417
3107;"2025-04-01";"Mangga";"Semarang";420;"Sedang";17;-6.9667;110.417
3108;"2025-04-07";"Jeruk";"Semarang";664;"Sedang";18;-6.9667;110.417
3109;"2025-04-18";"Durian";"Semarang";245;"Buruk";38;-6.9667;110.417
3110;"2025-04-26";"Apel";"Semarang";996;"Bagus";27;-6.9667;110.417
3111;"2025-04-07";"Pepaya";"Semarang";663;"Bagus";7;-6.9667;110.417
3112;"2025-05-03";"Pisang";"Semarang";418;"Bagus";13;-6.9667;110.417
3113;"2025-04-11";"Pisang";"Semarang";457;"Sedang";12;-6.9667;110.417
3114;"2025-04-01";"Jeruk";"Semarang";547;"Sedang";21;-6.9667;110.417
3115;"2025-04-13";"Mangga";"Semarang";509;"Buruk";20;-6.9667;110.417
3116;"2025-05-04";"Durian";"Semarang";266;"Sedang";43;-6.9667;110.417
3117;"2025-05-03";"Durian";"Semarang";589;"Sedang";41;-6.9667;110.417
3118;"2025-04-29";"Pepaya";"Semarang";319;"Buruk";7;-6.9667;110.417
3119;"2025-04-03";"Durian";"Semarang";247;"Buruk";36;-6.9667;110.417
3120;"2025-04-09";"Apel";"Semarang";598;"Bagus";26;-6.9667;110.417
3121;"2025-04-08";"Mangga";"Semarang";328;"Bagus";18;-6.9667;110.417
3122;"2025-04-21";"Mangga";"Semarang";281;"Bagus";16;-6.9667;110.417
3123;"2025-04-23";"Pisang";"Semarang";235;"Bagus";14;-6.9667;110.417
3124;"2025-04-19";"Jeruk";"Semarang";431;"Bagus";21;-6.9667;110.417
3125;"2025-05-02";"Apel";"Semarang";891;"Bagus";21;-6.9667;110.417
3126;"2025-04-20";"Jeruk";"Semarang";916;"Sedang";20;-6.9667;110.417
3127;"2025-04-21";"Apel";"Semarang";706;"Sedang";25;-6.9667;110.417
3128;"2025-04-07";"Pisang";"Semarang";632;"Bagus";15;-6.9667;110.417
3129;"2025-04-05";"Jeruk";"Semarang";752;"Buruk";20;-6.9667;110.417
3130;"2025-04-24";"Pisang";"Semarang";766;"Sedang";13;-6.9667;110.417
3131;"2025-04-16";"Mangga";"Semarang";471;"Sedang";16;-6.9667;110.417
3132;"2025-04-04";"Durian";"Semarang";212;"Bagus";38;-6.9667;110.417
3133;"2025-04-11";"Jeruk";"Semarang";965;"Buruk";19;-6.9667;110.417
3134;"2025-04-20";"Jeruk";"Semarang";515;"Bagus";22;-6.9667;110.417
3135;"2025-05-05";"Pepaya";"Semarang";675;"Buruk";7;-6.9667;110.417
3136;"2025-04-19";"Apel";"Semarang";516;"Sedang";30;-6.9667;110.417
3137;"2025-04-18";"Rambutan";"Semarang";797;"Sedang";16;-6.9667;110.417
3138;"2025-04-24";"Apel";"Semarang";863;"Bagus";20;-6.9667;110.417
3139;"2025-04-26";"Pisang";"Semarang";253;"Sedang";15;-6.9667;110.417
3140;"2025-04-11";"Durian";"Semarang";408;"Sedang";40;-6.9667;110.417
3141;"2025-04-24";"Mangga";"Semarang";782;"Bagus";15;-6.9667;110.417
3142;"2025-04-22";"Pisang";"Semarang";872;"Bagus";12;-6.9667;110.417
3143;"2025-04-26";"Pisang";"Semarang";642;"Bagus";11;-6.9667;110.417
3144;"2025-05-03";"Mangga";"Semarang";533;"Bagus";20;-6.9667;110.417
3145;"2025-04-17";"Pepaya";"Semarang";207;"Buruk";9;-6.9667;110.417
3146;"2025-04-07";"Pepaya";"Semarang";564;"Sedang";10;-6.9667;110.417
3147;"2025-05-04";"Durian";"Semarang";476;"Sedang";40;-6.9667;110.417
3148;"2025-04-01";"Durian";"Semarang";979;"Bagus";35;-6.9667;110.417
3149;"2025-05-05";"Jeruk";"Semarang";500;"Sedang";21;-6.9667;110.417
3150;"2025-04-21";"Pisang";"Semarang";617;"Sedang";15;-6.9667;110.417
3151;"2025-05-05";"Rambutan";"Semarang";567;"Bagus";12;-6.9667;110.417
3152;"2025-04-01";"Pisang";"Semarang";748;"Bagus";11;-6.9667;110.417
3153;"2025-04-17";"Pepaya";"Semarang";272;"Bagus";9;-6.9667;110.417
3154;"2025-04-15";"Durian";"Semarang";734;"Buruk";44;-6.9667;110.417
3155;"2025-04-06";"Pisang";"Semarang";936;"Bagus";13;-6.9667;110.417
3156;"2025-04-06";"Jeruk";"Semarang";532;"Bagus";19;-6.9667;110.417
3157;"2025-05-02";"Mangga";"Semarang";306;"Buruk";18;-6.9667;110.417
3158;"2025-04-29";"Pisang";"Semarang";400;"Bagus";12;-6.9667;110.417
3159;"2025-05-01";"Jeruk";"Semarang";768;"Bagus";20;-6.9667;110.417
3160;"2025-04-04";"Pisang";"Semarang";440;"Buruk";10;-6.9667;110.417
3161;"2025-04-05";"Rambutan";"Semarang";566;"Sedang";16;-6.9667;110.417
3162;"2025-04-29";"Durian";"Semarang";266;"Sedang";37;-6.9667;110.417
3163;"2025-05-05";"Mangga";"Semarang";445;"Buruk";17;-6.9667;110.417
3164;"2025-04-14";"Pisang";"Semarang";942;"Sedang";10;-6.9667;110.417
3165;"2025-04-11";"Pisang";"Semarang";443;"Sedang";12;-6.9667;110.417
3166;"2025-04-07";"Rambutan";"Semarang";558;"Sedang";14;-6.9667;110.417
3167;"2025-04-23";"Jeruk";"Semarang";425;"Bagus";18;-6.9667;110.417
3168;"2025-04-14";"Rambutan";"Semarang";973;"Bagus";18;-6.9667;110.417
3169;"2025-04-18";"Apel";"Semarang";927;"Bagus";27;-6.9667;110.417
3170;"2025-04-23";"Mangga";"Semarang";913;"Sedang";19;-6.9667;110.417
3171;"2025-04-24";"Jeruk";"Semarang";284;"Bagus";18;-6.9667;110.417
3172;"2025-04-18";"Jeruk";"Semarang";440;"Sedang";22;-6.9667;110.417
3173;"2025-04-27";"Mangga";"Semarang";482;"Buruk";16;-6.9667;110.417
3174;"2025-04-22";"Rambutan";"Semarang";573;"Buruk";18;-6.9667;110.417
3175;"2025-04-29";"Pisang";"Semarang";902;"Buruk";12;-6.9667;110.417
3176;"2025-04-07";"Pepaya";"Semarang";823;"Sedang";7;-6.9667;110.417
3177;"2025-05-04";"Durian";"Semarang";731;"Bagus";40;-6.9667;110.417
3178;"2025-04-15";"Apel";"Semarang";835;"Sedang";24;-6.9667;110.417
3179;"2025-04-17";"Jeruk";"Semarang";474;"Sedang";20;-6.9667;110.417
3180;"2025-04-02";"Rambutan";"Semarang";919;"Bagus";15;-6.9667;110.417
3181;"2025-04-29";"Apel";"Semarang";785;"Buruk";21;-6.9667;110.417
3182;"2025-04-12";"Jeruk";"Semarang";758;"Bagus";22;-6.9667;110.417
3183;"2025-04-07";"Apel";"Semarang";568;"Bagus";24;-6.9667;110.417
3184;"2025-04-30";"Jeruk";"Semarang";322;"Bagus";19;-6.9667;110.417
3185;"2025-05-01";"Jeruk";"Semarang";905;"Sedang";18;-6.9667;110.417
3186;"2025-04-03";"Pepaya";"Semarang";781;"Sedang";10;-6.9667;110.417
3187;"2025-04-08";"Apel";"Semarang";707;"Buruk";21;-6.9667;110.417
3188;"2025-05-02";"Pisang";"Semarang";913;"Sedang";14;-6.9667;110.417
3189;"2025-04-20";"Rambutan";"Semarang";936;"Sedang";17;-6.9667;110.417
3190;"2025-04-03";"Pepaya";"Semarang";666;"Buruk";8;-6.9667;110.417
3191;"2025-04-23";"Durian";"Semarang";210;"Bagus";44;-6.9667;110.417
3192;"2025-04-19";"Rambutan";"Semarang";452;"Sedang";15;-6.9667;110.417
3193;"2025-04-16";"Durian";"Semarang";350;"Buruk";39;-6.9667;110.417
3194;"2025-05-04";"Pepaya";"Semarang";357;"Bagus";10;-6.9667;110.417
3195;"2025-04-30";"Rambutan";"Semarang";753;"Bagus";14;-6.9667;110.417
3196;"2025-04-01";"Apel";"Semarang";611;"Buruk";28;-6.9667;110.417
3197;"2025-04-04";"Rambutan";"Semarang";836;"Bagus";18;-6.9667;110.417
3198;"2025-04-16";"Pisang";"Semarang";240;"Sedang";15;-6.9667;110.417
3199;"2025-05-01";"Pisang";"Semarang";813;"Sedang";11;-6.9667;110.417
3200;"2025-04-23";"Jeruk";"Semarang";650;"Sedang";20;-6.9667;110.417
3201;"2025-04-15";"Rambutan";"Surabaya";373;"Buruk";13;-7.2504;112.769
3202;"2025-04-02";"Pisang";"Surabaya";416;"Bagus";13;-7.2504;112.769
3203;"2025-04-12";"Pisang";"Surabaya";958;"Bagus";10;-7.2504;112.769
3204;"2025-04-24";"Apel";"Surabaya";334;"Sedang";27;-7.2504;112.769
3205;"2025-04-10";"Jeruk";"Surabaya";503;"Sedang";18;-7.2504;112.769
3206;"2025-04-09";"Pepaya";"Surabaya";807;"Sedang";7;-7.2504;112.769
3207;"2025-04-28";"Jeruk";"Surabaya";481;"Bagus";18;-7.2504;112.769
3208;"2025-04-14";"Pisang";"Surabaya";773;"Bagus";14;-7.2504;112.769
3209;"2025-04-16";"Pisang";"Surabaya";638;"Bagus";10;-7.2504;112.769
3210;"2025-04-24";"Apel";"Surabaya";982;"Buruk";22;-7.2504;112.769
3211;"2025-04-13";"Rambutan";"Surabaya";762;"Bagus";15;-7.2504;112.769
3212;"2025-04-26";"Durian";"Surabaya";565;"Bagus";36;-7.2504;112.769
3213;"2025-04-08";"Durian";"Surabaya";516;"Buruk";38;-7.2504;112.769
3214;"2025-04-08";"Mangga";"Surabaya";530;"Buruk";20;-7.2504;112.769
3215;"2025-05-02";"Pepaya";"Surabaya";504;"Buruk";9;-7.2504;112.769
3216;"2025-05-05";"Mangga";"Surabaya";616;"Bagus";15;-7.2504;112.769
3217;"2025-05-04";"Mangga";"Surabaya";715;"Bagus";16;-7.2504;112.769
3218;"2025-04-01";"Mangga";"Surabaya";417;"Sedang";16;-7.2504;112.769
3219;"2025-04-27";"Mangga";"Surabaya";534;"Buruk";20;-7.2504;112.769
3220;"2025-04-10";"Pisang";"Surabaya";602;"Buruk";13;-7.2504;112.769
3221;"2025-04-25";"Jeruk";"Surabaya";599;"Sedang";22;-7.2504;112.769
3222;"2025-04-07";"Durian";"Surabaya";922;"Buruk";38;-7.2504;112.769
3223;"2025-04-12";"Durian";"Surabaya";564;"Buruk";35;-7.2504;112.769
3224;"2025-04-09";"Pepaya";"Surabaya";370;"Sedang";9;-7.2504;112.769
3225;"2025-04-12";"Jeruk";"Surabaya";918;"Sedang";19;-7.2504;112.769
3226;"2025-04-21";"Jeruk";"Surabaya";998;"Bagus";21;-7.2504;112.769
3227;"2025-04-20";"Pepaya";"Surabaya";719;"Sedang";10;-7.2504;112.769
3228;"2025-04-30";"Pepaya";"Surabaya";842;"Bagus";7;-7.2504;112.769
3229;"2025-05-03";"Rambutan";"Surabaya";465;"Sedang";12;-7.2504;112.769
3230;"2025-05-05";"Jeruk";"Surabaya";237;"Sedang";22;-7.2504;112.769
3231;"2025-04-21";"Durian";"Surabaya";695;"Buruk";45;-7.2504;112.769
3232;"2025-05-02";"Mangga";"Surabaya";607;"Buruk";17;-7.2504;112.769
3233;"2025-04-30";"Rambutan";"Surabaya";224;"Sedang";18;-7.2504;112.769
3234;"2025-04-11";"Pepaya";"Surabaya";526;"Bagus";7;-7.2504;112.769
3235;"2025-04-14";"Rambutan";"Surabaya";827;"Buruk";16;-7.2504;112.769
3236;"2025-05-04";"Durian";"Surabaya";527;"Buruk";39;-7.2504;112.769
3237;"2025-04-30";"Pepaya";"Surabaya";610;"Buruk";10;-7.2504;112.769
3238;"2025-04-06";"Mangga";"Surabaya";218;"Buruk";15;-7.2504;112.769
3239;"2025-05-02";"Pepaya";"Surabaya";638;"Buruk";9;-7.2504;112.769
3240;"2025-04-28";"Durian";"Surabaya";495;"Bagus";41;-7.2504;112.769
3241;"2025-05-05";"Pisang";"Surabaya";312;"Sedang";14;-7.2504;112.769
3242;"2025-04-14";"Pisang";"Surabaya";811;"Sedang";12;-7.2504;112.769
3243;"2025-04-09";"Durian";"Surabaya";634;"Bagus";36;-7.2504;112.769
3244;"2025-04-12";"Pepaya";"Surabaya";723;"Bagus";9;-7.2504;112.769
3245;"2025-05-03";"Pepaya";"Surabaya";979;"Sedang";9;-7.2504;112.769
3246;"2025-04-28";"Rambutan";"Surabaya";354;"Bagus";18;-7.2504;112.769
3247;"2025-04-22";"Mangga";"Surabaya";887;"Buruk";17;-7.2504;112.769
3248;"2025-04-03";"Durian";"Surabaya";938;"Sedang";35;-7.2504;112.769
3249;"2025-05-05";"Rambutan";"Surabaya";261;"Buruk";16;-7.2504;112.769
3250;"2025-04-17";"Durian";"Surabaya";756;"Buruk";45;-7.2504;112.769
3251;"2025-05-04";"Pepaya";"Surabaya";417;"Buruk";7;-7.2504;112.769
3252;"2025-04-03";"Pepaya";"Surabaya";926;"Sedang";10;-7.2504;112.769
3253;"2025-04-27";"Jeruk";"Surabaya";660;"Buruk";21;-7.2504;112.769
3254;"2025-04-11";"Apel";"Surabaya";501;"Buruk";21;-7.2504;112.769
3255;"2025-04-14";"Pepaya";"Surabaya";735;"Bagus";9;-7.2504;112.769
3256;"2025-04-01";"Durian";"Surabaya";932;"Sedang";43;-7.2504;112.769
3257;"2025-04-12";"Jeruk";"Surabaya";862;"Buruk";22;-7.2504;112.769
3258;"2025-04-12";"Pepaya";"Surabaya";876;"Sedang";8;-7.2504;112.769
3259;"2025-04-04";"Pepaya";"Surabaya";956;"Bagus";9;-7.2504;112.769
3260;"2025-04-12";"Durian";"Surabaya";404;"Sedang";40;-7.2504;112.769
3261;"2025-04-07";"Pepaya";"Surabaya";399;"Sedang";10;-7.2504;112.769
3262;"2025-04-07";"Apel";"Surabaya";621;"Bagus";30;-7.2504;112.769
3263;"2025-04-07";"Apel";"Surabaya";863;"Buruk";25;-7.2504;112.769
3264;"2025-04-30";"Rambutan";"Surabaya";509;"Sedang";13;-7.2504;112.769
3265;"2025-04-21";"Pepaya";"Surabaya";311;"Buruk";9;-7.2504;112.769
3266;"2025-04-28";"Apel";"Surabaya";336;"Bagus";20;-7.2504;112.769
3267;"2025-04-01";"Pepaya";"Surabaya";798;"Buruk";7;-7.2504;112.769
3268;"2025-04-09";"Pisang";"Surabaya";402;"Bagus";10;-7.2504;112.769
3269;"2025-04-08";"Pepaya";"Surabaya";731;"Sedang";9;-7.2504;112.769
3270;"2025-04-29";"Apel";"Surabaya";208;"Buruk";26;-7.2504;112.769
3271;"2025-04-14";"Durian";"Surabaya";876;"Buruk";36;-7.2504;112.769
3272;"2025-04-17";"Durian";"Surabaya";475;"Bagus";39;-7.2504;112.769
3273;"2025-04-21";"Jeruk";"Surabaya";621;"Sedang";22;-7.2504;112.769
3274;"2025-04-02";"Mangga";"Surabaya";645;"Sedang";18;-7.2504;112.769
3275;"2025-04-18";"Mangga";"Surabaya";689;"Sedang";17;-7.2504;112.769
3276;"2025-04-03";"Mangga";"Surabaya";736;"Sedang";19;-7.2504;112.769
3277;"2025-04-17";"Pepaya";"Surabaya";276;"Bagus";7;-7.2504;112.769
3278;"2025-04-03";"Durian";"Surabaya";669;"Sedang";42;-7.2504;112.769
3279;"2025-04-20";"Jeruk";"Surabaya";660;"Buruk";18;-7.2504;112.769
3280;"2025-04-19";"Apel";"Surabaya";320;"Bagus";20;-7.2504;112.769
3281;"2025-04-11";"Mangga";"Surabaya";437;"Bagus";16;-7.2504;112.769
3282;"2025-04-02";"Jeruk";"Surabaya";703;"Buruk";21;-7.2504;112.769
3283;"2025-04-19";"Apel";"Surabaya";726;"Sedang";23;-7.2504;112.769
3284;"2025-04-14";"Apel";"Surabaya";907;"Sedang";28;-7.2504;112.769
3285;"2025-04-07";"Mangga";"Surabaya";501;"Bagus";15;-7.2504;112.769
3286;"2025-04-30";"Durian";"Surabaya";589;"Sedang";45;-7.2504;112.769
3287;"2025-04-07";"Apel";"Surabaya";755;"Bagus";26;-7.2504;112.769
3288;"2025-04-02";"Mangga";"Surabaya";931;"Sedang";18;-7.2504;112.769
3289;"2025-04-09";"Durian";"Surabaya";262;"Sedang";38;-7.2504;112.769
3290;"2025-04-21";"Rambutan";"Surabaya";319;"Bagus";17;-7.2504;112.769
3291;"2025-04-13";"Durian";"Surabaya";954;"Bagus";44;-7.2504;112.769
3292;"2025-04-11";"Pisang";"Surabaya";280;"Bagus";10;-7.2504;112.769
3293;"2025-04-11";"Pepaya";"Surabaya";329;"Sedang";7;-7.2504;112.769
3294;"2025-04-02";"Jeruk";"Surabaya";402;"Bagus";20;-7.2504;112.769
3295;"2025-04-07";"Durian";"Surabaya";461;"Bagus";38;-7.2504;112.769
3296;"2025-04-14";"Rambutan";"Surabaya";605;"Buruk";18;-7.2504;112.769
3297;"2025-04-11";"Pisang";"Surabaya";825;"Bagus";11;-7.2504;112.769
3298;"2025-04-15";"Rambutan";"Surabaya";846;"Bagus";15;-7.2504;112.769
3299;"2025-04-09";"Rambutan";"Surabaya";465;"Sedang";18;-7.2504;112.769
3300;"2025-05-03";"Jeruk";"Surabaya";851;"Sedang";20;-7.2504;112.769
3301;"2025-04-23";"Jeruk";"Surabaya";851;"Sedang";22;-7.2504;112.769
3302;"2025-04-15";"Durian";"Surabaya";213;"Sedang";35;-7.2504;112.769
3303;"2025-04-01";"Apel";"Surabaya";823;"Bagus";22;-7.2504;112.769
3304;"2025-04-11";"Durian";"Surabaya";551;"Sedang";44;-7.2504;112.769
3305;"2025-04-14";"Mangga";"Surabaya";990;"Buruk";19;-7.2504;112.769
3306;"2025-04-02";"Pisang";"Surabaya";215;"Buruk";15;-7.2504;112.769
3307;"2025-05-05";"Pisang";"Surabaya";703;"Buruk";12;-7.2504;112.769
3308;"2025-04-12";"Rambutan";"Surabaya";420;"Sedang";17;-7.2504;112.769
3309;"2025-04-04";"Jeruk";"Surabaya";771;"Sedang";19;-7.2504;112.769
3310;"2025-04-06";"Pepaya";"Surabaya";563;"Bagus";7;-7.2504;112.769
3311;"2025-04-03";"Durian";"Surabaya";968;"Buruk";44;-7.2504;112.769
3312;"2025-04-26";"Mangga";"Surabaya";735;"Sedang";18;-7.2504;112.769
3313;"2025-05-04";"Durian";"Surabaya";618;"Sedang";37;-7.2504;112.769
3314;"2025-04-07";"Durian";"Surabaya";963;"Sedang";37;-7.2504;112.769
3315;"2025-04-22";"Pepaya";"Surabaya";770;"Bagus";7;-7.2504;112.769
3316;"2025-04-02";"Apel";"Surabaya";963;"Buruk";29;-7.2504;112.769
3317;"2025-04-17";"Pepaya";"Surabaya";860;"Buruk";9;-7.2504;112.769
